go_id	go_term	go_domain	size	genes
GO:0018177	protein uridylylation	biological_process	1	3478991
GO:0018189	pyrroloquinoline quinone biosynthetic process	biological_process	5	3480045|3480046|3480047|3480048|3480049
GO:0018193	peptidyl-amino acid modification	biological_process	5	3480045|3480046|3480047|3480048|3480049
GO:0018212	peptidyl-tyrosine modification	biological_process	5	3480045|3480046|3480047|3480048|3480049
GO:0018271	biotin-protein ligase activity	molecular_function	1	3476598
GO:0018364	peptidyl-glutamine methylation	biological_process	2	3478474|3479562
GO:0018467	formaldehyde dehydrogenase activity	molecular_function	1	3480095
GO:0018479	benzaldehyde dehydrogenase (NAD+) activity	molecular_function	1	3475509
GO:0018480	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity	molecular_function	1	3476148
GO:0018489	vanillate monooxygenase activity	molecular_function	1	3475505
GO:0018576	catechol 1,2-dioxygenase activity	molecular_function	1	3476262
GO:0018578	protocatechuate 3,4-dioxygenase activity	molecular_function	4	3478139|3478140|3479787|3479788
GO:0018618	anthranilate 1,2-dioxygenase (deaminating, decarboxylating) activity	molecular_function	3	3481341|3481342|3481343
GO:0018624	toluene dioxygenase activity	molecular_function	2	3476259|3476260
GO:0018659	4-hydroxybenzoate 3-monooxygenase activity	molecular_function	1	3479572
GO:0018660	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating) activity	molecular_function	2	3476132|3476133
GO:0018741	alkyl sulfatase activity	molecular_function	1	3480803
GO:0018800	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity	molecular_function	2	3476146|3476147
GO:0018802	2,4-dihydroxyhept-2-ene-1,7-dioate aldolase activity	molecular_function	1	3476270
GO:0018817	2-oxo-hept-3-ene-1,7-dioate hydratase activity	molecular_function	1	3476269
GO:0018826	methionine gamma-lyase activity	molecular_function	2	3475333|3476216
GO:0018849	muconate cycloisomerase activity	molecular_function	1	3476264
GO:0018874	benzoate metabolic process	biological_process	2	3476261|3479572
GO:0018904	ether metabolic process	biological_process	1	3480237
GO:0018958	phenol-containing compound metabolic process	biological_process	8	3475522|3475526|3475527|3478139|3479787|3479788|3479789|3480237
GO:0018966	styrene metabolic process	biological_process	1	3478130
GO:0018970	toluene metabolic process	biological_process	6	3475450|3475451|3475452|3475453|3475454|3481117
GO:0019001	guanyl nucleotide binding	molecular_function	8	3476797|3477483|3479361|3479742|3480257|3480682|3480979|3481148
GO:0019015	viral genome	cellular_component	4	3476424|3476439|3476847|3476867
GO:0019038	provirus	cellular_component	4	3476424|3476439|3476847|3476867
GO:0019068	virion assembly	biological_process	1	3476424
GO:0019104	DNA N-glycosylase activity	molecular_function	5	3475783|3478578|3479849|3480242|3480949
GO:0019114	catechol dioxygenase activity	molecular_function	1	3476262
GO:0019120	hydrolase activity, acting on acid halide bonds, in C-halide compounds	molecular_function	4	3475637|3475639|3477056|3477059
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	molecular_function	1	3480584
GO:0019146	arabinose-5-phosphate isomerase activity	molecular_function	1	3477448
GO:0019148	D-cysteine desulfhydrase activity	molecular_function	1	3480843
GO:0019152	acetoin dehydrogenase activity	molecular_function	2	3477243|3477244
GO:0019171	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity	molecular_function	1	3479057
GO:0019184	nonribosomal peptide biosynthetic process	biological_process	25	3475522|3475526|3475527|3475530|3475799|3476079|3476087|3476380|3476387|3476388|3476389|3476390|3476391|3476917|3476927|3476929|3477973|3479093|3479094|3479095|3479138|3479585|3480200|3480866|3481355
GO:0019200	carbohydrate kinase activity	molecular_function	8	3475613|3476046|3476047|3477041|3477168|3478736|3478917|3481440
GO:0019201	nucleotide kinase activity	molecular_function	3	3477200|3478354|3478432
GO:0019202	amino acid kinase activity	molecular_function	3	3478620|3479718|3480679
GO:0019203	carbohydrate phosphatase activity	molecular_function	1	3480984
GO:0019205	nucleobase-containing compound kinase activity	molecular_function	3	3477200|3478354|3478432
GO:0019213	deacetylase activity	molecular_function	12	3475343|3475828|3475939|3476059|3476410|3477077|3477453|3477515|3479465|3480314|3480881|3480958
GO:0019219	regulation of nucleobase-containing compound metabolic process	biological_process	496	3475332|3475348|3475350|3475373|3475376|3475378|3475381|3475391|3475394|3475412|3475430|3475434|3475444|3475472|3475492|3475498|3475502|3475507|3475513|3475516|3475518|3475531|3475539|3475543|3475548|3475554|3475555|3475566|3475589|3475600|3475603|3475607|3475615|3475627|3475632|3475644|3475654|3475660|3475664|3475665|3475668|3475712|3475738|3475759|3475773|3475777|3475789|3475810|3475814|3475826|3475839|3475850|3475852|3475878|3475889|3475907|3475909|3475920|3475947|3475950|3475958|3475966|3475981|3475989|3476017|3476040|3476076|3476109|3476116|3476134|3476138|3476145|3476156|3476160|3476172|3476183|3476187|3476191|3476201|3476203|3476212|3476214|3476222|3476225|3476228|3476232|3476239|3476254|3476261|3476265|3476276|3476282|3476284|3476302|3476324|3476327|3476347|3476354|3476371|3476375|3476400|3476404|3476409|3476411|3476416|3476455|3476457|3476462|3476471|3476483|3476488|3476492|3476496|3476555|3476565|3476574|3476585|3476593|3476598|3476602|3476612|3476618|3476632|3476639|3476646|3476699|3476704|3476710|3476715|3476718|3476719|3476723|3476724|3476739|3476763|3476780|3476786|3476790|3476792|3476810|3476831|3476842|3476877|3476901|3476919|3476928|3476931|3476944|3476973|3476974|3476979|3476990|3476996|3477010|3477057|3477071|3477086|3477109|3477123|3477135|3477136|3477170|3477174|3477180|3477196|3477220|3477227|3477237|3477238|3477240|3477241|3477250|3477254|3477282|3477295|3477299|3477316|3477321|3477323|3477325|3477334|3477364|3477370|3477377|3477385|3477387|3477388|3477394|3477408|3477415|3477417|3477441|3477454|3477504|3477520|3477581|3477582|3477599|3477600|3477632|3477633|3477639|3477659|3477690|3477691|3477698|3477705|3477706|3477721|3477722|3477731|3477734|3477737|3477740|3477753|3477757|3477770|3477791|3477792|3477795|3477796|3477803|3477811|3477833|3477840|3477847|3477853|3477856|3477874|3477889|3477901|3477903|3477908|3477919|3477920|3477939|3477969|3477974|3477985|3477993|3477997|3478000|3478041|3478054|3478057|3478085|3478099|3478109|3478126|3478127|3478134|3478169|3478191|3478212|3478218|3478225|3478232|3478242|3478271|3478303|3478318|3478322|3478325|3478329|3478338|3478357|3478361|3478383|3478393|3478398|3478417|3478425|3478426|3478449|3478483|3478486|3478496|3478509|3478531|3478540|3478556|3478569|3478587|3478594|3478601|3478608|3478616|3478631|3478643|3478646|3478650|3478655|3478667|3478672|3478674|3478676|3478677|3478684|3478696|3478698|3478706|3478726|3478735|3478740|3478741|3478754|3478801|3478808|3478812|3478820|3478845|3478855|3478868|3478871|3478876|3478890|3478913|3478916|3478929|3478930|3478938|3478939|3478940|3478947|3478973|3478979|3479012|3479026|3479036|3479043|3479072|3479087|3479091|3479098|3479181|3479198|3479214|3479221|3479224|3479227|3479229|3479247|3479263|3479280|3479287|3479299|3479301|3479310|3479319|3479324|3479331|3479346|3479354|3479377|3479391|3479401|3479407|3479410|3479415|3479429|3479451|3479460|3479495|3479515|3479517|3479518|3479523|3479550|3479573|3479575|3479590|3479598|3479602|3479605|3479607|3479611|3479622|3479630|3479670|3479694|3479701|3479740|3479741|3479771|3479772|3479776|3479785|3479789|3479803|3479813|3479860|3479906|3479926|3479994|3480010|3480015|3480038|3480042|3480055|3480067|3480076|3480077|3480085|3480092|3480119|3480123|3480132|3480138|3480159|3480181|3480183|3480226|3480234|3480236|3480263|3480265|3480292|3480303|3480316|3480323|3480325|3480368|3480374|3480380|3480395|3480399|3480410|3480414|3480440|3480478|3480497|3480512|3480518|3480529|3480530|3480571|3480577|3480583|3480601|3480608|3480632|3480638|3480677|3480690|3480715|3480720|3480721|3480735|3480739|3480740|3480748|3480767|3480793|3480795|3480802|3480805|3480817|3480822|3480846|3480847|3480853|3480869|3480887|3480893|3480916|3480928|3480940|3480972|3480990|3481022|3481048|3481093|3481126|3481184|3481199|3481203|3481208|3481256|3481279|3481306|3481319|3481321|3481330|3481338|3481344|3481345|3481350|3481354|3481358|3481361|3481376|3481386|3481401|3481407|3481438|3481458
GO:0019222	regulation of metabolic process	biological_process	510	3475332|3475348|3475350|3475373|3475376|3475378|3475381|3475391|3475394|3475412|3475430|3475434|3475444|3475472|3475492|3475498|3475502|3475507|3475513|3475516|3475518|3475531|3475539|3475543|3475548|3475554|3475555|3475566|3475589|3475600|3475603|3475607|3475615|3475627|3475632|3475644|3475654|3475660|3475664|3475665|3475668|3475712|3475738|3475759|3475773|3475777|3475789|3475810|3475814|3475826|3475839|3475850|3475852|3475878|3475889|3475907|3475909|3475920|3475947|3475950|3475958|3475966|3475981|3475989|3476015|3476017|3476040|3476067|3476076|3476109|3476116|3476134|3476138|3476145|3476156|3476160|3476172|3476183|3476187|3476191|3476201|3476203|3476212|3476214|3476222|3476225|3476228|3476232|3476239|3476254|3476261|3476265|3476276|3476282|3476284|3476302|3476324|3476327|3476347|3476354|3476371|3476375|3476400|3476404|3476409|3476411|3476416|3476455|3476457|3476462|3476471|3476483|3476488|3476492|3476496|3476555|3476565|3476574|3476585|3476593|3476598|3476602|3476612|3476618|3476632|3476639|3476646|3476689|3476699|3476704|3476710|3476715|3476718|3476719|3476723|3476724|3476739|3476763|3476780|3476786|3476790|3476792|3476810|3476831|3476842|3476877|3476901|3476919|3476928|3476931|3476944|3476973|3476974|3476979|3476990|3476996|3477010|3477057|3477071|3477086|3477109|3477123|3477135|3477136|3477170|3477174|3477180|3477196|3477220|3477227|3477237|3477238|3477240|3477241|3477250|3477254|3477282|3477295|3477299|3477316|3477321|3477323|3477325|3477334|3477364|3477370|3477377|3477385|3477387|3477388|3477394|3477408|3477415|3477417|3477441|3477442|3477454|3477504|3477520|3477581|3477582|3477599|3477600|3477632|3477633|3477639|3477659|3477690|3477691|3477698|3477705|3477706|3477721|3477722|3477731|3477734|3477737|3477740|3477753|3477757|3477770|3477791|3477792|3477795|3477796|3477803|3477811|3477833|3477840|3477847|3477853|3477856|3477874|3477889|3477901|3477903|3477908|3477919|3477920|3477939|3477969|3477974|3477985|3477993|3477997|3478000|3478041|3478054|3478057|3478085|3478099|3478109|3478126|3478127|3478134|3478169|3478191|3478212|3478218|3478225|3478232|3478242|3478270|3478271|3478303|3478318|3478322|3478325|3478329|3478338|3478357|3478361|3478383|3478393|3478398|3478417|3478425|3478426|3478449|3478483|3478486|3478496|3478509|3478531|3478540|3478556|3478569|3478587|3478594|3478601|3478608|3478616|3478619|3478631|3478643|3478646|3478650|3478655|3478667|3478672|3478674|3478676|3478677|3478684|3478696|3478698|3478706|3478726|3478735|3478740|3478741|3478754|3478801|3478808|3478812|3478820|3478845|3478855|3478868|3478871|3478876|3478890|3478913|3478916|3478929|3478930|3478938|3478939|3478940|3478947|3478973|3478979|3479012|3479026|3479036|3479043|3479072|3479087|3479091|3479098|3479181|3479198|3479214|3479221|3479224|3479227|3479229|3479247|3479263|3479280|3479287|3479299|3479301|3479310|3479319|3479324|3479331|3479346|3479354|3479377|3479391|3479401|3479407|3479410|3479415|3479429|3479451|3479460|3479495|3479515|3479517|3479518|3479523|3479550|3479573|3479575|3479590|3479598|3479602|3479605|3479607|3479611|3479622|3479630|3479670|3479694|3479701|3479740|3479741|3479771|3479772|3479776|3479785|3479789|3479803|3479813|3479860|3479906|3479926|3479994|3480010|3480015|3480038|3480042|3480055|3480067|3480076|3480077|3480085|3480092|3480119|3480123|3480132|3480138|3480159|3480181|3480183|3480226|3480234|3480236|3480263|3480265|3480292|3480303|3480316|3480323|3480325|3480368|3480374|3480380|3480395|3480399|3480410|3480414|3480440|3480478|3480497|3480512|3480518|3480519|3480529|3480530|3480571|3480577|3480583|3480601|3480608|3480632|3480638|3480677|3480690|3480715|3480720|3480721|3480735|3480739|3480740|3480748|3480767|3480793|3480795|3480802|3480805|3480817|3480822|3480846|3480847|3480853|3480869|3480876|3480887|3480893|3480916|3480928|3480940|3480965|3480972|3480990|3481021|3481022|3481048|3481093|3481126|3481159|3481160|3481184|3481199|3481203|3481208|3481256|3481267|3481279|3481306|3481319|3481321|3481330|3481338|3481344|3481345|3481350|3481354|3481358|3481361|3481376|3481386|3481401|3481402|3481407|3481438|3481458
GO:0019238	cyclohydrolase activity	molecular_function	8	3475807|3477747|3478478|3479902|3479908|3480551|3481015|3481255
GO:0019239	deaminase activity	molecular_function	4	3475557|3475689|3479910|3481308
GO:0019242	methylglyoxal biosynthetic process	biological_process	1	3478739
GO:0019243	methylglyoxal catabolic process to D-lactate	biological_process	1	3476309
GO:0019284	L-methionine biosynthetic process from S-adenosylmethionine	biological_process	1	3478438
GO:0019285	glycine betaine biosynthetic process from choline	biological_process	2	3480138|3480140
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	biological_process	1	3475610
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	biological_process	4	3476830|3476834|3477204|3479365
GO:0019290	siderophore biosynthetic process	biological_process	14	3475522|3475526|3475527|3475530|3476380|3476387|3476388|3476389|3476390|3476391|3476917|3476927|3476929|3477973
GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	biological_process	1	3476827
GO:0019305	dTDP-rhamnose biosynthetic process	biological_process	5	3479922|3480895|3480896|3480897|3480898
GO:0019310	inositol catabolic process	biological_process	5	3476476|3476477|3476478|3476479|3476480
GO:0019318	hexose metabolic process	biological_process	11	3478075|3478738|3478739|3478757|3479045|3479327|3479676|3479797|3480133|3480877|3480984
GO:0019319	hexose biosynthetic process	biological_process	8	3478075|3478738|3478757|3479045|3479676|3480133|3480877|3480984
GO:0019320	hexose catabolic process	biological_process	1	3478739
GO:0019321	pentose metabolic process	biological_process	2	3476046|3478917
GO:0019336	phenol-containing compound catabolic process	biological_process	1	3480237
GO:0019344	cysteine biosynthetic process	biological_process	3	3475886|3478567|3479378
GO:0019354	siroheme biosynthetic process	biological_process	1	3478259
GO:0019357	nicotinate nucleotide biosynthetic process	biological_process	2	3477091|3481183
GO:0019358	nicotinate nucleotide salvage	biological_process	2	3477091|3481183
GO:0019359	nicotinamide nucleotide biosynthetic process	biological_process	3	3477092|3479847|3481182
GO:0019361	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA biosynthetic process	biological_process	1	3480191
GO:0019362	pyridine nucleotide metabolic process	biological_process	30	3475795|3475977|3475978|3476828|3477091|3477092|3477828|3477883|3478075|3478078|3478180|3478330|3478724|3478725|3478738|3478761|3479208|3479676|3479847|3480006|3480153|3480156|3480158|3480278|3480962|3481182|3481183|3481422|3481431|3481440
GO:0019363	pyridine nucleotide biosynthetic process	biological_process	9	3475795|3477091|3477092|3477828|3478761|3479847|3481182|3481183|3481431
GO:0019365	pyridine nucleotide salvage	biological_process	2	3477091|3481183
GO:0019395	fatty acid oxidation	biological_process	1	3475968
GO:0019400	alditol metabolic process	biological_process	2	3479279|3481090
GO:0019419	sulfate reduction	biological_process	1	3476558
GO:0019427	acetyl-CoA biosynthetic process from acetate	biological_process	2	3478637|3479677
